# t_yr,a_AU,e,n_radyr,RL1_AU,RL2_AU,Ls1,Ls2,Jorb,Jtot,Omega1,Omega2,MB_saturated(super=1),super_synchronous(1),da_dt_AU_per_yr
2.253756260434056742e+02,6.993291510583539428e-02,9.953924399699325132e-02,4.804767954850744331e+02,2.649901644375959181e-02,2.649901644375959181e-02,1.774003832353185904e-04,1.679625208420978196e-04,1.169077894592785549e+00,1.169423257496863044e+00,8.202785802642004853e+01,7.766390107015416788e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.962390435429900763e-07
2.337228714524207192e+02,6.992959662773351459e-02,9.951902187418824874e-02,4.805109971117894929e+02,2.649775900431699041e-02,2.649775900431699041e-02,1.742079508067821919e-04,1.652454300544511240e-04,1.169052533022487239e+00,1.169391986403348405e+00,8.055171468765647091e+01,7.640755013500238135e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.975536766051852978e-07
2.420701168614357357e+02,6.992627052416700018e-02,9.949908360597971291e-02,4.805452814015364424e+02,2.649649867542938284e-02,2.649649867542938284e-02,1.711820285761985654e-04,1.626561932567782654e-04,1.169027073105106229e+00,1.169360911326939201e+00,7.915256371288063519e+01,7.521031738633035957e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.984672072684274148e-07
2.504173622704507522e+02,6.992292599305335865e-02,9.947868522433869765e-02,4.805797597469632478e+02,2.649523136396606318e-02,2.649523136396606318e-02,1.683083743691569467e-04,1.601848694978794411e-04,1.169001511943051463e+00,1.169330005186918431e+00,7.782381968756725144e+01,7.406760624481398736e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.006748274142550557e-07
2.587646076794657688e+02,6.991957702097402472e-02,9.945856521690871199e-02,4.806142880050957160e+02,2.649396236972971844e-02,2.649396236972971844e-02,1.655747893626291728e-04,1.578229093764308550e-04,1.168975879689238884e+00,1.169299277387977787e+00,7.655984201892167107e+01,7.297546356748252094e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.012068551042057029e-07
2.671118530884808138e+02,6.991621233159028836e-02,9.943817443262063793e-02,4.806489824742515111e+02,2.649268741988424630e-02,2.649268741988424630e-02,1.629702120233203618e-04,1.555624425268863228e-04,1.168950146566934301e+00,1.169268679221484586e+00,7.535551598359256786e+01,7.193025018955023597e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.030897881716140270e-07
2.754590984974958587e+02,6.991284407939653278e-02,9.941806012127837877e-02,4.806837178617935820e+02,2.649141112001695067e-02,2.649141112001695067e-02,1.604848607388460735e-04,1.533964518610983767e-04,1.168924349921982575e+00,1.169238231234582592e+00,7.420631867865658648e+01,7.092872149169998863e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.035166128119179207e-07
2.838063439065108469e+02,6.990945928461482495e-02,9.939749985842423474e-02,4.807186280610019367e+02,2.649012855182365095e-02,2.649012855182365095e-02,1.581097240788924664e-04,1.513183728219228872e-04,1.168898466035363626e+00,1.169207894132264336e+00,7.310808332435307477e+01,6.996784209964673096e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.054984148486003176e-07
2.921535893155258918e+02,6.990606976735383449e-02,9.937723830103241396e-02,4.807535912017680744e+02,2.648884419418606057e-02,2.648884419418606057e-02,1.558371073516150976e-04,1.493226066474015478e-04,1.168872506318035409e+00,1.169177666032034324e+00,7.205725198535705545e+01,6.904502321148001442e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.060641678666561588e-07
3.005008347245409368e+02,6.990267277750288055e-02,9.935691154854185692e-02,4.807886356753006680e+02,2.648755700503080401e-02,2.648755700503080401e-02,1.536597221422051382e-04,1.474037536229834606e-04,1.168846490480975664e+00,1.169147553956740637e+00,7.105045458408319803e+01,6.815776806247761499e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.069593841442804967e-07
3.088480801335559249e+02,6.989926252904071768e-02,9.933629716420279421e-02,4.808238212118345132e+02,2.648626479191571598e-02,2.648626479191571598e-02,1.515710685008629709e-04,1.455569710757912034e-04,1.168820396222186364e+00,1.169117524261763075e+00,7.008468561992533807e+01,6.730383745745851343e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.085477657671134112e-07
3.171953255425709699e+02,6.989584573587355465e-02,9.931579979086931076e-02,4.808590785781431123e+02,2.648497009887761447e-02,2.648497009887761447e-02,1.495653545327118856e-04,1.437779246667400838e-04,1.168794232205298211e+00,1.169087575484497599e+00,6.915726698857510257e+01,6.648122724882958323e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.093318214261305907e-07
3.255425709515860149e+02,6.989242223525417297e-02,9.929534132640616129e-02,4.808944094793948807e+02,2.648367286424824218e-02,2.648367286424824218e-02,1.476372872869353395e-04,1.420626212400916870e-04,1.168768006229031986e+00,1.169057706137558883e+00,6.826575129160978861e+01,6.568809104817827915e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.101353742019243891e-07
3.338898163606010030e+02,6.988899193941219834e-02,9.927489018572301094e-02,4.809298148477273571e+02,2.648237305476960207e-02,2.648237305476960207e-02,1.457819068965482206e-04,1.404072751236419396e-04,1.168741721259397792e+00,1.169027910441418072e+00,6.740784514466648147e+01,6.492267840504655396e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.109494418685623487e-07
3.422370617696160480e+02,6.988555420187342326e-02,9.925439427245359714e-02,4.809653013834367243e+02,2.648107042547935552e-02,2.648107042547935552e-02,1.439947518660246711e-04,1.388084672202366510e-04,1.168715377990174220e+00,1.168998181209260467e+00,6.658148560450399600e+01,6.418340836898308055e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.118409571452531716e-07
3.505843071786310929e+02,6.988210864641841713e-02,9.923382695405864873e-02,4.810008729999103707e+02,2.647976483382023447e-02,2.647976483382023447e-02,1.422717659480615346e-04,1.372630732047590036e-04,1.168688976386193179e+00,1.168968511225346063e+00,6.578479710990967533e+01,6.346883628867180960e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.127775435097337359e-07
3.589315525876460811e+02,6.987865542073184999e-02,9.921318779440878310e-02,4.810365282027843818e+02,2.647845633575299576e-02,2.647845633575299576e-02,1.406091756187442734e-04,1.357681628358487326e-04,1.168662517722351524e+00,1.168938895060805949e+00,6.501603482765219155e+01,6.277760725485097026e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.136964372507453083e-07
3.672787979966611260e+02,6.987519502089120649e-02,9.919248699149040005e-02,4.810722618991288186e+02,2.647714511925157443e-02,2.647714511925157443e-02,1.390035125423021492e-04,1.343210276183683842e-04,1.168636004942010809e+00,1.168909329482171522e+00,6.427359503992101963e+01,6.210846889111333979e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.145559009090905823e-07
3.756260434056761710e+02,6.987172853865056266e-02,9.917177316864619896e-02,4.811080628411695557e+02,2.647583159800399183e-02,2.647583159800399183e-02,1.374516164114807733e-04,1.329191902981015827e-04,1.168609441473977828e+00,1.168879812280687380e+00,6.355601645768138042e+01,6.146027574414335248e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.152845724291299845e-07
3.839732888146911591e+02,6.986825678451143162e-02,9.915108996421466425e-02,4.811439226808393528e+02,2.647451607912590377e-02,2.647451607912590377e-02,1.359506055903197236e-04,1.315603845615369869e-04,1.168582828984674249e+00,1.168850339974826014e+00,6.286196664623877695e+01,6.083197989713519860e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.159161458678996834e-07
3.923205342237062041e+02,6.986478030605747236e-02,9.913048684776901154e-02,4.811798357821447780e+02,2.647319877010799460e-02,2.647319877010799460e-02,1.344977275405540029e-04,1.302424246608825805e-04,1.168556166265085627e+00,1.168820906417287198e+00,6.219017286415996892e+01,6.022257068592741547e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.164821187843188276e-07
4.006677796327212491e+02,6.986129725657302947e-02,9.910991405212789263e-02,4.812158212447868664e+02,2.647187897119180136e-02,2.647187897119180136e-02,1.330904743543867043e-04,1.289633141547411532e-04,1.168529443694986458e+00,1.168791497483495645e+00,6.153947548427304071e+01,5.963112497941676793e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.172693282362572630e-07
4.090150250417362372e+02,6.985780375269572129e-02,9.908894557353188637e-02,4.812519192237812717e+02,2.647055521089164767e-02,2.647055521089164767e-02,1.317264470708214767e-04,1.277211265395498268e-04,1.168502678608508649e+00,1.168762126182119054e+00,6.090876525512977935e+01,5.905675198493496225e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.185217645015217607e-07
4.173622704507512822e+02,6.985430981086875046e-02,9.906824634164004828e-02,4.812880262422309556e+02,2.646923128464338110e-02,2.646923128464338110e-02,1.304035178928607762e-04,1.265141561964496159e-04,1.168475877005400454e+00,1.168732794679489650e+00,6.029705830833686520e+01,5.849866304431189690e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.185742308711038902e-07
4.257095158597662703e+02,6.985080836976013952e-02,9.904754066323631645e-02,4.813242152893878369e+02,2.646790451676342762e-02,2.646790451676342762e-02,1.291196826617721852e-04,1.253407873148524622e-04,1.168449012070120308e+00,1.168703472540096877e+00,5.970342794438574430e+01,5.795611102566942208e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.194726448115933989e-07
4.340567612687813153e+02,6.984730078908792106e-02,9.902661451442122675e-02,4.813604723392135156e+02,2.646657542247684777e-02,2.646657542247684777e-02,1.278730161082670643e-04,1.241994552953560715e-04,1.168422120178734591e+00,1.168674192650138277e+00,5.912698394132202395e+01,5.742837247658145827e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.202081645317702348e-07
4.424040066777963602e+02,6.984378997404562528e-02,9.900594365196831170e-02,4.813967673804355059e+02,2.646524510262108359e-02,2.646524510262108359e-02,1.266618092779218019e-04,1.230887747544405454e-04,1.168395170029355778e+00,1.168644920613388205e+00,5.856693609864966277e+01,5.691480681194546065e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.205956420670332492e-07
4.507512520868113484e+02,6.984027223620641045e-02,9.898499023614323877e-02,4.814331385648611104e+02,2.646391215957552209e-02,2.646391215957552209e-02,1.254843467148069366e-04,1.220073374390137286e-04,1.168368193606069916e+00,1.168615685290223860e+00,5.802249120965247187e+01,5.641476287203675355e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.214249931379384464e-07
4.590984974958263933e+02,6.983674873877830647e-02,9.896411876663917251e-02,4.814695738912262186e+02,2.646257703410355433e-02,2.646257703410355433e-02,1.243391342435500632e-04,1.209539228662315599e-04,1.168341158048841866e+00,1.168586451105951607e+00,5.749295838515042334e+01,5.592767631989262611e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.221149918868561603e-07
4.674457429048414383e+02,6.983322537353083004e-02,9.894346393125282024e-02,4.815060124464962428e+02,2.646124195871753931e-02,2.646124195871753931e-02,1.232247153139561370e-04,1.199273314342465897e-04,1.168314096921947431e+00,1.168557248968695728e+00,5.697766413340448821e+01,5.545299247367849205e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.220991566476751769e-07
4.757929883138564264e+02,6.982969068542034530e-02,9.892236192633234448e-02,4.815425727211807612e+02,2.645990259286639876e-02,2.645990259286639876e-02,1.221397043754067198e-04,1.189264162659674754e-04,1.168286991892948823e+00,1.168528058013590165e+00,5.647596779204774009e+01,5.499018103086903153e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.234556356360737831e-07
4.841402337228714714e+02,6.982615272656546301e-02,9.890141681024207376e-02,4.815791714593967185e+02,2.645856198766309911e-02,2.645856198766309911e-02,1.210828537612120134e-04,1.179501462076010059e-04,1.168259839792594734e+00,1.168498872792563592e+00,5.598729245462581616e+01,5.453876519803566225e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.238474708148965779e-07
4.924874791318865164e+02,6.982261200105874255e-02,9.888056775666628773e-02,4.816158034592004356e+02,2.645722033411864946e-02,2.645722033411864946e-02,1.200530131630058659e-04,1.169975698087039555e-04,1.168232651944613121e+00,1.168469702527584975e+00,5.551110623203213379e+01,5.409830503564471371e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.241789157051107890e-07
5.008347245409015045e+02,6.981906819577604617e-02,9.885976246987963900e-02,4.816524719724702095e+02,2.645587751358388987e-02,2.645587751358388987e-02,1.190490143756306685e-04,1.160677096488539611e-04,1.168205431834674846e+00,1.168440548558699277e+00,5.504686895989351569e+01,5.366834859594850826e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.245478728670278844e-07
5.091819699499165495e+02,6.981551892008648619e-02,9.883885168880353345e-02,4.816892017532466070e+02,2.645453262019972773e-02,2.645453262019972773e-02,1.180697688685237366e-04,1.151596532749120979e-04,1.168178176867763929e+00,1.168411406289907362e+00,5.459407731443563705e+01,5.324847397130982074e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.252032276092849624e-07
5.175292153589315376e+02,6.981196416315071929e-02,9.881786359709419931e-02,4.817259929361368904e+02,2.645318564985890686e-02,2.645318564985890686e-02,1.171142978906139541e-04,1.142725820866227510e-04,1.168150883655137307e+00,1.168382270535114564e+00,5.415227873263446412e+01,5.283830265056467113e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.258598809048765802e-07
5.258764607679465826e+02,6.980840508917139642e-02,9.879687624863954520e-02,4.817628334920200928e+02,2.645183704370170780e-02,2.645183704370170780e-02,1.161816563050623301e-04,1.134057015146425890e-04,1.168123552830211409e+00,1.168353140188031158e+00,5.372103619429290688e+01,5.243746723416127509e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.263770627228786366e-07
5.342237061769616275e+02,6.980484177299951798e-02,9.877588987246424534e-02,4.817997226638773896e+02,2.645048683009070672e-02,2.645048683009070672e-02,1.152709496492694584e-04,1.125582574505353797e-04,1.168096184989623865e+00,1.168324014196723715e+00,5.329993611038835155e+01,5.204561903119708433e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.268852773910359890e-07
5.425709515859766725e+02,6.980127319819279252e-02,9.875482655422844480e-02,4.818366709940814872e+02,2.644913462387506187e-02,2.644913462387506187e-02,1.143813298011774445e-04,1.117295328045693313e-04,1.168068780701946530e+00,1.168294891564552351e+00,5.288858631922144582e+01,5.166242646778460568e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.275152618457085260e-07
5.509181969949917175e+02,6.979769954125249198e-02,9.873365903942570021e-02,4.818736766765432549e+02,2.644778049193472966e-02,2.644778049193472966e-02,1.135119782742752585e-04,1.109188324560091116e-04,1.168041344607942955e+00,1.168265775418673158e+00,5.248660836222238402e+01,5.128756812824282463e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.281241014480037181e-07
5.592654424040066488e+02,6.979412336294314734e-02,9.871253825055560649e-02,4.819107132101741513e+02,2.644642540459593572e-02,2.644642540459593572e-02,1.126621408229154080e-04,1.101255159956939878e-04,1.168013880550394568e+00,1.168236668207213169e+00,5.209365348504373117e+01,5.092074789488159325e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.284261614594934331e-07
5.676126878130216937e+02,6.979054513261065407e-02,9.869151783437288272e-02,4.819477757441648009e+02,2.644506953970346061e-02,2.644506953970346061e-02,1.118311427594947846e-04,1.093490126010460606e-04,1.167986386214162398e+00,1.168207566369522832e+00,5.170940972004533620e+01,5.056170182603108998e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.286719938326928017e-07
5.759599332220367387e+02,6.978696440043885563e-02,9.867065586824794177e-02,4.819848689475350056e+02,2.644371272681274310e-02,2.644371272681274310e-02,1.110182829139818195e-04,1.085887223924036384e-04,1.167958851083332528e+00,1.168178458088638960e+00,5.133355285442250704e+01,5.021015254436650821e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.289717141814520659e-07
5.843071786310517837e+02,6.978337335917940421e-02,9.864934299081332125e-02,4.820220737228490862e+02,2.644235200759718560e-02,2.644235200759718560e-02,1.102228606811907761e-04,1.078440418523130847e-04,1.167931280734415322e+00,1.168149347636948887e+00,5.096575893654865297e+01,4.986582099049067551e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.302067428822792846e-07
5.926544240400668286e+02,6.977978385035663034e-02,9.862826976788374722e-02,4.820592674050653272e+02,2.644099186905332979e-02,2.644099186905332979e-02,1.094443081911925414e-04,1.071144879332753993e-04,1.167903693891345407e+00,1.168120252687469884e+00,5.060576539002413199e+01,4.952848380890150537e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.300231569683083673e-07
6.010016694490818736e+02,6.977618927658781056e-02,9.860724519187231973e-02,4.820965183627058082e+02,2.643962981129749021e-02,2.643962981129749021e-02,1.086820261722164400e-04,1.063995447800651439e-04,1.167876057576297422e+00,1.168091139147249713e+00,5.025329511860582699e+01,4.919790247418871587e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.306299375046080416e-07
6.093489148580968049e+02,6.977259025527619840e-02,9.858599720695004898e-02,4.821338202174608227e+02,2.643826606827642811e-02,2.643826606827642811e-02,1.079354412059337965e-04,1.056987175229681685e-04,1.167848408587028430e+00,1.168062042745757312e+00,4.990808298037917012e+01,4.887384816439649882e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.311627531311417023e-07
6.176961602671118499e+02,6.976898846487045169e-02,9.856494299678819626e-02,4.821711555884767222e+02,2.643690127598878961e-02,2.643690127598878961e-02,1.072040512244554623e-04,1.050115752907112697e-04,1.167820712457287025e+00,1.168032928083802213e+00,4.956989682503660077e+01,4.855612164969804923e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.314944906084545667e-07
6.260434056761268948e+02,6.976538407815674470e-02,9.854377880014797420e-02,4.822085226963268951e+02,2.643553549990678569e-02,2.643553549990678569e-02,1.064873121834198879e-04,1.043376450183610842e-04,1.167793005946853757e+00,1.168003830904055462e+00,4.923848509284168529e+01,4.824450419041264126e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.318055283020972427e-07
6.343906510851419398e+02,6.976177274228988201e-02,9.852251031118441915e-02,4.822459666875311655e+02,2.643416709064807038e-02,2.643416709064807038e-02,1.057847686612569071e-04,1.036765343547704755e-04,1.167765251951187189e+00,1.167974713254203101e+00,4.891363720219805344e+01,4.793881436796829831e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.326380368501487687e-07
6.427378964941569848e+02,6.975816263802415984e-02,9.850151881222206363e-02,4.822834027526415070e+02,2.643279914806829362e-02,2.643279914806829362e-02,1.050959547434750571e-04,1.030278387247357151e-04,1.167737474642414952e+00,1.167945598435883303e+00,4.859513771970548390e+01,4.763886511153255299e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.324904910335148814e-07
6.510851419031720297e+02,6.975454755531212969e-02,9.848030802627021074e-02,4.823208952970414316e+02,2.643142931905306456e-02,2.643142931905306456e-02,1.044204149567366758e-04,1.023911611281938793e-04,1.167709679694854730e+00,1.167916491270939661e+00,4.828277603983092803e+01,4.734447285292925756e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.330869089012107918e-07
6.594323873121869610e+02,6.975092613595820779e-02,9.845896397060795169e-02,4.823584584304637701e+02,2.643005708895420150e-02,2.643005708895420150e-02,1.037577323014032761e-04,1.017661387219089475e-04,1.167681845731689982e+00,1.167887369602713221e+00,4.797635934682890024e+01,4.705546981769869319e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.338460385998492628e-07
6.677796327212020060e+02,6.974730267614243084e-02,9.843772060297328874e-02,4.823960476086222116e+02,2.642868408568247937e-02,2.642868408568247937e-02,1.031075087789626185e-04,1.011524246538294175e-04,1.167653981544209296e+00,1.167858241477642167e+00,4.767570361085198982e+01,4.677169562551745940e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.340904859300765375e-07
6.761268781302170510e+02,6.974367663863788314e-02,9.841650565261093886e-02,4.824336684148421455e+02,2.642731010567158506e-02,2.642731010567158506e-02,1.024693705034050804e-04,1.005496930355694865e-04,1.167626091028591606e+00,1.167829110092130529e+00,4.738063595139139039e+01,4.649299958941545441e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.343992930448143444e-07
6.844741235392320959e+02,6.974004764573291104e-02,9.839528712426316714e-02,4.824713247800336831e+02,2.642593500579883473e-02,2.642593500579883473e-02,1.018429286468596786e-04,9.995760216876812859e-05,1.167598174735303029e+00,1.167799975266118562e+00,4.709097657899673806e+01,4.621922371207534042e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.347533500156558963e-07
6.928213689482471409e+02,6.973641535581810713e-02,9.837404196661392319e-02,4.825090202624706421e+02,2.642455865662141426e-02,2.642455865662141426e-02,1.012278303711341423e-04,9.937584275288653592e-05,1.167570232475728442e+00,1.167770836148852576e+00,4.680656234542328775e+01,4.595022497655305926e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.351483317935074095e-07
7.011686143572621859e+02,6.973277972824441784e-02,9.835276578745194564e-02,4.825467552983471933e+02,2.642318104273654739e-02,2.642318104273654739e-02,1.006237522983924744e-04,9.880413188100961022e-05,1.167542264414247022e+00,1.167741692298426504e+00,4.652724372454974144e+01,4.568587257000682200e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.355481833279762714e-07
7.095158597662771172e+02,6.972914110284043898e-02,9.833147662111453580e-02,4.825845263742554039e+02,2.642180229291227894e-02,2.642180229291227894e-02,1.000303401368164203e-04,9.824215599326296998e-05,1.167514271300188700e+00,1.167712543796318725e+00,4.625285689599174788e+01,4.542602150602571953e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.359073233966719554e-07
7.178631051752921621e+02,6.972549993268832569e-02,9.831020312478469525e-02,4.826223287990930544e+02,2.642042257883072884e-02,2.642042257883072884e-02,9.944730858230377811e-05,9.768966553699575956e-05,1.167486253602265212e+00,1.167683390576384372e+00,4.598326993847629041e+01,4.517055639438882508e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.362121842231715238e-07
7.262103505843072071e+02,6.972185677768222289e-02,9.828899851870422089e-02,4.826601567701808335e+02,2.641904211264727714e-02,2.641904211264727714e-02,9.887437165746702501e-05,9.714640914696407890e-05,1.167458209841056638e+00,1.167654230621861133e+00,4.571835061941111178e+01,4.491936100675342658e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.364499697311136965e-07
7.345575959933222521e+02,6.971821046142458178e-02,9.826785197748322265e-02,4.826980225137823481e+02,2.641766044860075630e-02,2.641766044860075630e-02,9.831123015134024773e-05,9.661212176715354611e-05,1.167430131425605477e+00,1.167625054777523985e+00,4.545796058715239951e+01,4.467231278432500119e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.368286876654043371e-07
7.429048414023372970e+02,6.971455604260737293e-02,9.824631516191188740e-02,4.827359773675451038e+02,2.641627571432815513e-02,2.641627571432815513e-02,9.775759159531229503e-05,9.608654362589384083e-05,1.167402028908971712e+00,1.167595873044192878e+00,4.520196460764218926e+01,4.442929161172779828e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.377993743016190308e-07
7.512520868113523420e+02,6.971090314076935912e-02,9.822498444140270735e-02,4.827739214371247272e+02,2.641489155487010410e-02,2.641489155487010410e-02,9.721320471039383805e-05,9.556945302557146233e-05,1.167373913747014935e+00,1.167566696404750859e+00,4.495024649242085246e+01,4.419019497858368339e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.376176401940535402e-07
7.595993322203672733e+02,6.970724881374505688e-02,9.820386583070474240e-02,4.828118852846292839e+02,2.641350685537972171e-02,2.641350685537972171e-02,9.667782858627334741e-05,9.506063719070959386e-05,1.167345760626786744e+00,1.167537499092563769e+00,4.470269484738389565e+01,4.395492450000596563e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.377883775114132349e-07
7.679465776293823183e+02,6.970358585135508211e-02,9.818227199635287672e-02,4.828499438362007368e+02,2.641211888377210937e-02,2.641211888377210937e-02,9.615117049043196110e-05,9.455983317463904989e-05,1.167317588733438383e+00,1.167508299737103572e+00,4.445917431644548401e+01,4.372335859253661994e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.388228943189760088e-07
7.762938230383973632e+02,6.969992711049093070e-02,9.816117324011891521e-02,4.828879635173724409e+02,2.641073251178724032e-02,2.641073251178724032e-02,9.563304980537942247e-05,9.406688377461225271e-05,1.167289393418539767e+00,1.167479093352119746e+00,4.421960138419502329e+01,4.349542456746763719e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.383171555253379599e-07
7.846410684474124082e+02,6.969625809332810618e-02,9.813955107784046172e-02,4.829260949951159887e+02,2.640934224590195736e-02,2.640934224590195736e-02,9.512318464019217765e-05,9.358153466345501355e-05,1.167261171130523190e+00,1.167449875849826846e+00,4.398384570757329470e+01,4.327100482689444050e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.395482561063774535e-07
7.929883138564274532e+02,6.969259187057383342e-02,9.811835830223954169e-02,4.829642024440241812e+02,2.640795303887541468e-02,2.640795303887541468e-02,9.462141666973670551e-05,9.310364836018200966e-05,1.167232921092287601e+00,1.167420646157317554e+00,4.375183407889416998e+01,4.305003580122074425e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.392134859618746430e-07
8.013355592654424981e+02,6.968892073602156456e-02,9.809688016844651803e-02,4.830023659692108708e+02,2.640656197066781896e-02,2.640656197066781896e-02,9.412750306462908600e-05,9.263300623909332700e-05,1.167204661440573998e+00,1.167391421949877772e+00,4.352345421669656389e+01,4.283241640048525767e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.398019193618086217e-07
8.096828046744574294e+02,6.968524488055014010e-02,9.807539001225046293e-02,4.830405836070897294e+02,2.640516911360709512e-02,2.640516911360709512e-02,9.364123760938177562e-05,9.216942384926727965e-05,1.167176362152959834e+00,1.167362172814418564e+00,4.329861076935592479e+01,4.261806133674361519e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.403674854766553512e-07
8.180300500834724744e+02,6.968156921896045963e-02,9.805408340393269306e-02,4.830788042690203952e+02,2.640377633001214294e-02,2.640377633001214294e-02,9.316243724538073078e-05,9.171273818578668630e-05,1.167148041786794321e+00,1.167332916962225520e+00,4.307721909271462835e+01,4.240689523843256126e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.403442584437189755e-07
8.263772954924875194e+02,6.967789282149139396e-02,9.803282743872304694e-02,4.831170376249912692e+02,2.640238326757739229e-02,2.640238326757739229e-02,9.269091186123836802e-05,9.126277892893179338e-05,1.167119707924990424e+00,1.167303661615780586e+00,4.285919128149520674e+01,4.219883935170988565e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.404324167940666103e-07
8.347245409015025643e+02,6.967421026761359826e-02,9.801131570262054671e-02,4.831553400618925025e+02,2.640098787235305514e-02,2.640098787235305514e-02,9.222647009436106948e-05,9.081937398820109746e-05,1.167091350562646568e+00,1.167274396406729142e+00,4.264443885187719729e+01,4.199381410394463643e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.411699545599241064e-07
8.430717863105176093e+02,6.967052447972112150e-02,9.798979620790189415e-02,4.831936812040380573e+02,2.639959125169420023e-02,2.639959125169420023e-02,9.176893244593167158e-05,9.038236204843682004e-05,1.167062965512413397e+00,1.167245116806907790e+00,4.243287880571131865e+01,4.179174490489852190e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.415573895187141851e-07
8.514190317195325406e+02,6.966683668644974015e-02,9.796832140640862607e-02,4.832320482823824932e+02,2.639819387115613022e-02,2.639819387115613022e-02,9.131813725450968738e-05,8.995159832299254386e-05,1.167034557007058382e+00,1.167215826742636020e+00,4.222443639264220394e+01,4.159256480692317837e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.417976339114915081e-07
